userName,score,at,content
Dio ORGALES,2,2023-06-03 12:47:28,Apk gak jelas ini hp spek Snapdragon 8gen2 pun lemot ğŸ‘
Budi Sulistyo,5,2023-06-03 12:47:25,is the best
Iwan Ajh,5,2023-06-03 12:46:27,aplikasi krennnnnnn
arman syarifudin,5,2023-06-03 12:46:07,Saya merasa dibantu oleh Shopee
Septi Fujiati,5,2023-06-03 12:46:04,kereen
Dodi Jamaludin Malik,5,2023-06-03 12:44:35,Ok
Elin k Khotimah,1,2023-06-03 12:42:46,"Shopee sekarang filter Untuk memilih daerahnya ga sesuai, daerahÂ² lain yang ga kupilih tetep masuk ke beranda, mohon perbaikannya, susah kalau mau nyari barang di daerah yg dipilih"
Zianka Deandra,1,2023-06-03 12:41:34,apk nya udh oke tapi leg nya itu loh jaringan ga ada masalh tapi ngeleg
Raniaja 450,5,2023-06-03 12:41:10,Sangat merasa senang dan puas berbelanja di shopee
Fikri pauji Fikri,2,2023-06-03 12:40:44,Arti huhGG guy hari ggyXV mmW
Novriandi Ramdani Pratama,1,2023-06-03 12:40:19,"Gara"" lemot, uang saya udah terkuras, sampe skrng penjual masih belum dikemas barangnya, tapi gak bisa konfirmasi sebab lemot"
arifatun nahar,5,2023-06-03 12:40:16,Belanja trs dishope bahkan uda jdi member platinum tp voucher gratis ongkirnya sedikit gk kya sblm2nya.
Didin Ahmadin,1,2023-06-03 12:39:54,udah males gua nonton video shopee hadiahnya koin ga guna ğŸ‘
naifah,1,2023-06-03 12:39:20,iklan mulu. tp ini iklan tetiba pdhl lg ga buka aplikasi shopee nya:)
Ilham Mahmuda,1,2023-06-03 12:38:32,Aplilasinya sangat lemot padahal jaringan lancar.please perbaiki lagi aplikasinya.Aplikasinya sangat tidak direkomendasi untuk didownload
Al Oray,5,2023-06-03 12:38:05,Sukses terus shopee dan tetap jaya Saya senang blanja d shopee pelayanan nya bagus Dan pengantaran terpercaya
tony stark,5,2023-06-03 12:37:41,Keren
Ratna Sari,1,2023-06-03 12:36:53,"Kenapa ya sudah di perbarui ,tpi masih tidak bisa belanja ,tolong penjelasan nya ya terimakasih."
teguh mardhika,5,2023-06-03 12:36:49,Huhuy...
Nekopoi Nekopoi,5,2023-06-03 12:36:40,Goof
Taufik Hidayah,5,2023-06-03 12:36:25,ğŸ‘ŒğŸ˜ğŸ‘
Christian Tonapa,1,2023-06-03 12:36:10,Mengganggu
Muhammad Basri,1,2023-06-03 12:35:25,lemot... padahal sinyal kuat internet kencang :( maaf bintangnya di kurangi
Anifa Saadom,5,2023-06-03 12:32:10,Sangat mudah untuk berbelanja
Moh Romadhon,5,2023-06-03 12:31:01,"Belanja lebih lengkap, lebih aman"
Hengki Supianto,5,2023-06-03 12:29:54,ğŸ‘
Yinyang Thongceng,4,2023-06-03 12:29:52,Sangat membatu dn memudahkan dalam berblanja
Rick Lito,5,2023-06-03 12:27:45,Aman dan terpercaya
Zaenal Arifin,2,2023-06-03 12:27:36,aplikasi lemot. rak niat
Rahayu Wahyuni,4,2023-06-03 12:27:35,Barang yang saya beli d shoopy rata2 tidak sesuai dengan yang aslinya
Muali Mah,5,2023-06-03 12:26:14,"Suka dengan aplikasi Shopee. Begitu gampang cari barang, banyak pilihan ditampilkan, dan ada gratis ongkirnya juga. Semoga kedepan semakin okay layanan shopee ğŸ‘"
manusia rapuh,1,2023-06-03 12:23:55,Respon shopee kalo mau balikin barang di persulit
Syarief Wazjdi,1,2023-06-03 12:22:21,Download apk nya sudah terlalu berat & jd gagal trs
suradi,3,2023-06-03 12:22:02,iklan slalu nongol
KUNTJI Channel,2,2023-06-03 12:21:38,"Maaf shopee bintang saya kurangi,. Berat banget sekarang,. Sinyal oke, wifi ok, tapi kok lemot,. Padahal aq belanja online suka di shopee,. Apalagi videonya di ganti dengan koin, bukan Rupiah lagi,. Jadi males nonton video saya,. Ngabisin kuota tahuÂ² cuma dapat koin,. Jangan gitu shopee,. Klo normal lagi saya naikin lgi bintang nya shopee"
Ryo Ma,1,2023-06-03 12:20:02,Force close ngelek benerin bugnya tolol
aive 8,3,2023-06-03 12:19:58,ram 8 internal 128 kok ngefreeze buka shoope ğŸ˜‚ banyak errornya juga
Ida Sinurat,5,2023-06-03 12:19:33,Cepat dan aman
Ari Pratama,4,2023-06-03 12:18:05,bagus
Kamarudin Saha,5,2023-06-03 12:17:29,ok
Aresma Lisda,4,2023-06-03 12:17:27,bisa ngasilin koin tiap hari
Maman Nurjaman,2,2023-06-03 12:14:44,"Katanyh ongkir gratis ko pangkas biaya ongkir nyh cuman setengah,, ada biaya penangan pula hadeuh Shoppe yg ku kenal bukan seperti yg dulu"
SAKBAN SAKBAN,5,2023-06-03 12:14:15,Baru pertama pesan lewat Shopee tapi pelayanannya mantab
Halimah 02,5,2023-06-03 12:14:15,Ok
Auu Quasio,5,2023-06-03 12:14:01,"Pihak shopee tolong tambahkan fitur pembayaran melalui dompet digital seperti Dana,Ovo dll.Supaya lebih memudahkan pembelian barang Terimakasih."
Mia Ati,5,2023-06-03 12:13:17,Pengalam belanja disini sangat puas
Laila Larasati,5,2023-06-03 12:11:38,cinta
Dhaka Partamana,5,2023-06-03 12:11:18,Sangat membantu
Ruspah Priyono,5,2023-06-03 12:10:17,Shopee aq suka kamu shopee.. Untung ada shopee semua teratasi.
Asep Syarif,5,2023-06-03 12:10:15,Good
Kherny Zakaria,1,2023-06-03 12:09:35,"JELEK BANGET! kenapa pas download gak sekalian sama fitur fiturnya? KAN BUKA SHOPEE NYA JUGA PAKE KUOTA! nyesel banget download ini, download fiturnya susah, kuota sampai habis cuma buat apk jelek ini."
Putra Banua,3,2023-06-03 12:09:34,Makin hari makin lemot.
Anggraeni Novie,5,2023-06-03 12:09:21,Top markotop
Bunga Julianti,5,2023-06-03 12:09:12,Shopee tetap terbaik
Mamluk Poll,3,2023-06-03 12:08:23,Kadang lemot shopee ini..
Meli Dian,4,2023-06-03 12:08:23,cepat prosesnya
Asheryee,1,2023-06-03 12:07:58,Sering banget update tapi lemotnya KEBANGETAN!!! GILA!
Sugi Arti,3,2023-06-03 12:07:29,Shopee kalo bisa ganti pengiriman jangan pake jnt dan jne karna karyawannya brengsek2
Madah Mahda,5,2023-06-03 12:07:11,Ok
Ujang Harmadi,5,2023-06-03 12:06:56,"Cepat, tapi sekarang sering lemot...tlg di perbaiki"
Darge,5,2023-06-03 12:06:49,Mantap dan mantap
Fikri Ramadan,2,2023-06-03 12:06:15,Iya ni Shopie makin lama makin gini
siska Citrawardany,5,2023-06-03 12:05:58,Bagus gercep
Muchamad Fauzi,5,2023-06-03 12:05:01,Barang gak ngecewakan
Maria Jessica,1,2023-06-03 12:04:26,"Kalo download,jadi byk iklan Ga usah bikin iklan byk byk ,pusing kepala ku gr gr kelen"
Gita Chandra Perwira,1,2023-06-03 12:04:25,"Kecewa dengan kurir. Kita nanya baik baik, dia malah nyolot."
Puja AST,5,2023-06-03 12:04:10,"Oke sih, tapi tingkatkan lagi kestabilan app nya.. agak sdikit lelet"
Nursinta Nur,4,2023-06-03 12:02:08,Wohhh
Wanas Saputra,5,2023-06-03 12:01:03,Aplikasi ny sangat bgus pengiriman ny jg cepat dan murah
ishol alhisyam,4,2023-06-03 12:00:13,Bagus
Novan Dwi,5,2023-06-03 12:00:05,Mantap pokoknya
Nouval Abyan nandana,5,2023-06-03 11:59:37,sayang di SPay leter nya gabisa di gunain gajelas apa alasan nya
Rajiman Chanel,4,2023-06-03 11:58:23,Cepat dan sesuai.
aceng rustandi,5,2023-06-03 11:57:22,mantap sukses slalu shopee
najaemin,1,2023-06-03 11:57:09,"Menurut saya shopee sekarang lebih sedikit pelayanan baiknya dri pada sebelumÂ² nya,tiga kali paket saya belanja online disini selalu diretur tibaÂ² dari pihak ekspedisi,kemudian apk nya berat,sering terjadi juga mendapat produk tidak sesuai pada deskripsi toko,tolong admin. Kalau bisa di pilah lagi orang2 yang mau buka usaha nya di shopeeğŸ™ğŸ»"
Kelly Saputri,4,2023-06-03 11:56:28,Sangat membantu pencarian barang di seluruh Nusantara
Anisa Anisa,5,2023-06-03 11:55:05,ok
Sarsiah Putri,5,2023-06-03 11:54:45,Aplikasi nya bermanfaat
Boby Faturahman,1,2023-06-03 11:54:45,Saya member platinum kecewa dengan shopee yang sekarang makin ribet transfer ke bank swasta jadi g bisa
Fatkhur Roji,5,2023-06-03 11:50:38,Aplikasi akurat dan terpercaya.
anak Soleha,5,2023-06-03 11:49:59,"Suka banget Belanja pakai shoppe apalagi kalau dapat gratis ongkir nol rupiah uh suka banget, makasih shoppe karenamu aku jadi mudah belanja cod gratis ongkir pertahankan ya ğŸ˜ğŸ˜ğŸ˜ğŸ˜ğŸ˜"
Javanese Spa,5,2023-06-03 11:48:05,Aplikasi yg sangat bermanfaat
Fachrizal Abdullah,5,2023-06-03 11:47:34,Shopee pengiriman ya selalu cepat ğŸ‘ğŸ‘ğŸ‘
Tunggal Santoso,1,2023-06-03 11:46:25,Aduuh habis di update kok tambah amburaduuul gini apl nya
Irsyad Evano,5,2023-06-03 11:46:24,"Pelayanan sangat memuaskan, barang murah-murah"
Dinda Wacita,5,2023-06-03 11:46:15,Good application. Thank you so much to help me get cheeper prizes when shopping.
Gunawan Awan,5,2023-06-03 11:45:37,shoppe oke
Ahmad Khotim fz,3,2023-06-03 11:45:02,Pengiriman sekarang jadi lelet .. Kelamaan
Muhammad Haekal,1,2023-06-03 11:45:00,Lemotttttt
Muhamad Ayub,2,2023-06-03 11:44:22,Apa bnr shophe bisa memberi keberuntungan terutama utk yg membutuh kan
Ahmad Jnwr,1,2023-06-03 11:42:45,"Aplikasi agak aneh nih, orang ga instal instal sendiri"
Rashya Emran,2,2023-06-03 11:42:41,Kenapa yh mau aktifkan shoppepayletrr GX bisa..udh tiga kali gagal trus padahal bnr...bantu sya dong.aktifka. Shoppe leter Susan bngt .ğŸ¥µğŸ¥µğŸ¥µğŸ˜¡ğŸ¥´ Dan perbaiki kelemotan aplikasi nya boss
Sugi Ono,2,2023-06-03 11:42:13,Gttvbbtt yang tidak bisa Hyung Joon by bvv vrvvvt
Muhajir M99,3,2023-06-03 11:40:20,Terlalu mahal ongir nya
Kartika Andriani Pratama,2,2023-06-03 11:38:27,Sering eror
Yoga Putra,1,2023-06-03 11:38:10,Ntah gk tau knp shoope makin lama makin ngeheng alias lemot
susi yulyanti,5,2023-06-03 11:37:32,Terbaik pokonya....
Andry Ant,1,2023-06-03 11:37:30,Force close lagi..
Ulfi Nurfitriani,5,2023-06-03 11:37:06,Sangat cocok untuk kaum mager seperti ku Banyak voucher gratis ongkir
Dewi Cempluk,5,2023-06-03 11:36:23,"Pertama kali mencoba, dan cukup memuaskan dengan semua pengalamannya.. mudah dan praktis bagi kami pengguna baru,"
Wahyu Muryadi,5,2023-06-03 11:35:38,jos gandos
Zasky Ramadani,1,2023-06-03 11:34:57,Kenapa shopee ga bisa di download si
A Riyadhus sholihin,3,2023-06-03 11:34:14,"Bagus sih nambah fitur-fitur baru, tapi sayangnya gak jelas, error mulu"
Ambar Winarto,5,2023-06-03 11:32:29,Memang aplikasi belanja lewat shoppe ini banyak geratis ongkirnya jd gk terlalu mahal thanks shoppe..
Jihan Han,2,2023-06-03 11:31:36,Lemot bgt deh bikin kesel aja
Husnul Khotimah,5,2023-06-03 11:31:23,Barang sesuai deskripsi dan cepat
Dewanti Rosario,5,2023-06-03 11:30:20,Senang belanja menggunakan shopee dimudahkan dan beragam produk serta ulasanÂ² yg sangat membantu
aab oliq,5,2023-06-03 11:27:44,Shopee kamu memang cantik
sandi andrean,5,2023-06-03 11:27:38,ok
Juheb ID,1,2023-06-03 11:26:51,"Maaf yah aku uninstal, kualitasnya sekarang jelek banget lemot dan yah gratos ongkir nyabpun iuuhhh banget skrg beralih ke TIKTOK lebih manteup warbyaza pokonya ,"
Naruto Cell,5,2023-06-03 11:25:08,Paket saya 2kali hilang menggunakan shopee express. Nunggu sampai 18 hari ujungnya kecewa. Kalau gak diperbaiki ekspedisinya saya tetep kasi bintang 1
Muhamad Fauzi,5,2023-06-03 11:23:31,Mantap
iseng-iseng santai,1,2023-06-03 11:22:49,Handling komplain di shopee jelek banget. Komplain terkait barang yg tidak datang2 bukanya ditangani malah banyak bot yg jawab. Jelekkkk handlingnya.parah.
Widia Sari,1,2023-06-03 11:22:32,"Aplikasi ini kurang banyak bersyukur Duluny setiap Belanja ga ada biaya admin 1000 skrng ada. Dulu bisa top up Sampek berjuta2 ga di batasi, skrng harus 1jt ,itupun dulu ga ada biaya admin, skrng Adm 1.500 nambh lagi skrng 2000 , astaghfirullah banget makin gila duit, aplikasi berat Padahal pengguna apk shoope sudah melimpah masih saja kurang dan semuany di Adm kan Saya sangat kecewağŸ¥º pantas saja skrng banyak Sdah beralih ke TikTok ğŸ˜Š"
Gunawan Bahtiar,1,2023-06-03 11:22:12,Terlalu banyak iklan
Suhardi Hardi,5,2023-06-03 11:22:11,Best banget
Okta Tri,5,2023-06-03 11:21:35,ğŸ˜ŒğŸ˜Œ
Sefur Rohman,5,2023-06-03 11:20:30,sangat membatu . walau kadang ada keterlambatan pengirimn
Surya Anggi,5,2023-06-03 11:20:13,"Mau beli apa""tinggal di shopee solusinya"
Angel Sari,5,2023-06-03 11:19:41,Sangat membantu saat mencari apa yg mau di beli....mksh shopee
Siti Fatimah,5,2023-06-03 11:19:18,yihaa
Andri Sopian,1,2023-06-03 11:18:32,"Aplikasi paling lag, berat, banyak fitur gak berguna. Intinya ini aplikasi ampas banget. Jauh berbeda sama aplikasi si ijo."
Nuur hayyu,3,2023-06-03 11:18:09,kok ga bisa download:(
Mellie,1,2023-06-03 11:17:40,Apk nya udh bnyk org yg pake tpi msh lagÂ² gkjls tolong di perbaiki dong gangu bgt!!
Erfan Elly,5,2023-06-03 11:17:24,bagus
Ijul Julizah,5,2023-06-03 11:17:00,Kren
Rehulina Cr.ginting,5,2023-06-03 11:16:38,"Masih kurang mantap , karna masih sering lengket tidak tau kenapa"
Wilina Asni,5,2023-06-03 11:15:28,sangat bagus
Yeni Mulyani,5,2023-06-03 11:14:35,Puas dengan pesanan nya
Yadi Bhule,5,2023-06-03 11:13:51,Tidak mengecewakan
Amir Rullah,5,2023-06-03 11:13:25,Mantap
Pramudita Ningrum,1,2023-06-03 11:13:04,Force close akun mau masuk nomer ditemukan aplikasi ampas lama lama
Anggikesya Juliarta,4,2023-06-03 11:12:12,perfect
Maryanah Yana,5,2023-06-03 11:08:37,Sinyal baguss...bagusss aja & Slalu dpt barangnya sesuai pokoknya realpitc.kerennn...kerennn
Diahayu meilia,5,2023-06-03 11:07:48,Dancok
Ocha Warocha,3,2023-06-03 11:07:32,"lemot banget, padahal cache aplikasi sudah saya hapus, jaringan bagus stabil, tapi untuk proses menghapusi keranjang saya klik klik berkali2 lama responnya tolong perbaiki."
Yeti Pustina,1,2023-06-03 11:05:56,bagus
Putri oktavia,5,2023-06-03 11:05:53,Top
XEB XEB,5,2023-06-03 11:05:26,ok
Sayra Nova,5,2023-06-03 11:03:45,sangat bagus
rafi ahmad,5,2023-06-03 11:02:10,mantap
Oemah Koi,5,2023-06-03 11:02:07,Bagus & cepat
D3K real,5,2023-06-03 11:01:14,Menarik
Kholid Mawardi,5,2023-06-03 11:00:42,Ok
Airin Fatmanda,5,2023-06-03 11:00:19,Sangat puas belanja d shopee
Sofi Yudin,5,2023-06-03 11:00:04,Oke bagus
Yoyo,5,2023-06-03 10:59:45,Tolong produk yg palsu di blokir Banyak hp android yg ga jelas merknya di jual di shopee
yutub Free,1,2023-06-03 10:58:37,"Memang dari aplikasi nya yang lemot Masa iya sih gua udah iphone 14 masih aja lemot, dan juga belakangan ini keluhan terbanyak itu masalah respon aplikasi nya. Jadi kalian itu harus memperbaiki nya bukan malah nyuruh ini itu lah. Liat aja tuh rate kalian turun jauh ğŸ¤£"
bond anna,5,2023-06-03 10:58:17,Shopee semakin didepan...mantappp
Nomi Novita,5,2023-06-03 10:58:02,"Belanja di sini puas banget,sering dapat gratis ongkir,harga discount,produk2 yang di jual juga rata2 yang aku beli ORI,bagus,dan tidak mengecewakan.Thank you Shopee"
Hariyati C1B111218,5,2023-06-03 10:57:34,Mantappp sekarang shopee
Epi Saepul malik,5,2023-06-03 10:56:25,Ok baik
Duta Ponsel,5,2023-06-03 10:56:24,Keren
Yaksha Shiro,5,2023-06-03 10:55:54,trimksih
Alan Adjilahu,5,2023-06-03 10:55:46,Mantap sklii
Syafika Devi sari,2,2023-06-03 10:54:23,Lemot trus pas krim pesan jd susah mw komplain barang
narutouzumaki99,5,2023-06-03 10:53:13,8saehnd imutunya
Wandi Suhendi,5,2023-06-03 10:52:27,"Belanja di shoppe tokonya banyak yg amanah,,gak abal2,,sangat membantu"
Imung Sugiarti,5,2023-06-03 10:51:17,Bagus
Black Spider,5,2023-06-03 10:51:16,Jos gandos
Rahmat Novianto,4,2023-06-03 10:50:55,"Aplikasinya makin berat, sering lag"
Dewi Kartini,5,2023-06-03 10:50:51,"Seneng blanja di sini. Terutama utk produk fasion, kecantikan n rumah tangga. Semoga selalu dan selamanya jaya."
Adilanilam Ardani,5,2023-06-03 10:49:42,cucok
Ziero Aro,1,2023-06-03 10:49:18,"Lag sering fc di android, prosesor hp gw sd 870.."
Igniwati Napa,5,2023-06-03 10:49:14,Sangat Baguss
clala clili,1,2023-06-03 10:48:20,"Kami semua merasa sangat kecewa dengan app ini, sebagai pengguna lama kami merasa dikecewakan dengan app ini. Sudah ratusan pengguna yg memberi tanggapan yg sama atas performa app ini, tp responya malah tambah bikin kecewa,"
yovi aja,1,2023-06-03 10:46:37,"biaya top up mahal ,ongkir mahal apknya lelet ,denda nya mahal daripada leasing lain"
Andra Soni,5,2023-06-03 10:45:34,Menarik
Dewi Nurhayati,5,2023-06-03 10:43:13,Bagus sesuai harga pengiriman cepat terima kasih
Rizka.kaka_ _,1,2023-06-03 10:41:47,Lemot aplikasinya sinyal kenceng mau co malah muter terus ga maju maju
atek silung dan the sariak layung compeni,5,2023-06-03 10:41:39,Aplikasi nya sekarang kadang suka lemot sangat mengganggu....
shakila adiba,5,2023-06-03 10:41:24,Good
Ade Dzikra,5,2023-06-03 10:39:31,Mantap
budi slamet,3,2023-06-03 10:38:32,Lumayan
Iwanwan Iwanwan,5,2023-06-03 10:38:10,bagus
Iwan Jaenudin,5,2023-06-03 10:37:37,Sangat membantu untuk keluarga saya Bila malas keluar rumah tinggal pesan di shoopee
Ghazy Helmi,5,2023-06-03 10:37:13,Bagus
Singgih Hasanul Baluqia,5,2023-06-03 10:37:07,Terima kasih banyak Tim Shopee.. luar biasa.. sangat membantu.. Pertahankan jika perlu di tingkatkan..ğŸ‘
Andry Metta,5,2023-06-03 10:37:06,Puas
Wong Pitoe,1,2023-06-03 10:36:59,"Lemot , penyelesaian masalah barang hilang di ekspedisi lama"
Yuli Indrawati,1,2023-06-03 10:36:30,Gajelas bgt pdhl jaringan bagus tpi pas menunggu fitur baru ngelag pdh ga ngelag di pencarian mah
Putra Putra,5,2023-06-03 10:36:24,Bagus walaupun belum coba
Tania Febri,5,2023-06-03 10:36:23,"Udah bayar spinjam Tp limit nya ko nggk bertambah , pdahal d notifikasinya ada tulisan bahwa limit akan d kembalikan tp tdk bertambah limitnya"
Rajendra Niya,4,2023-06-03 10:36:05,"Buat pelayanan bagus, setiap produk yg ditawarkan cukup rekomended utk sementara ini, trmksh Shoppe"
Angler Hs,1,2023-06-03 10:35:38,Ketegasan shope sangat buruk terhadap akun penjual penipu
DWI WAHYUNI,5,2023-06-03 10:35:36,suka belanja online di shopee
Fadlun Lun,1,2023-06-03 10:35:06,Kenapa iklannya datang terus ini tanpa di minta. Mengganggu aktivitas ku saja tolong jangan muncul muncul lagi.
Edwardsyah Sagala,4,2023-06-03 10:34:13,shopee aplikasi yg paling ok
Tedy Adi,1,2023-06-03 10:34:03,"Lemot sering nge lag ,cicilan makin mahal !!"
Iyasa Dina,5,2023-06-03 10:33:56,Setiap permasalahan pengiriman selalu ada solusi
Anton Gaming,5,2023-06-03 10:33:31,"Keren ,sangat membantu sekali"
Supriyani Jahra,4,2023-06-03 10:33:00,I love shopee...sampe sekarang tetep love sih ......tapi sayang lemot padahal jaringan nya bagus tapi gak bisa lihat video diaplikasi nyağŸ˜“
